,airline_sentiment,text,tweet_created,tweet_location,score,one_hot_score
6299,neutral,"@united no i don't, but i'm sure united have my info on its system.",2015-02-24 11:03:39 -0800,USA,0,"[0, 1, 0]"
6300,negative,@united whom can i call to discuss - as i was told that united has no phone contact with passengers  - this is absurd...,2015-02-19 09:10:16 -0800,,-1,"[1, 0, 0]"
6301,negative,"@united he needs to get to home the 24th, they're telling him it'll be the 25th @ night. is there compensation or anything that can be done?",2015-02-23 18:13:32 -0800,,-1,"[1, 0, 0]"
6302,neutral,@united flight 435,2015-02-22 20:31:29 -0800,,0,"[0, 1, 0]"
6303,neutral,"@virginamerica i applied for a position in @flylaxairport ,and i was wondering if you guys received my application.",2015-02-20 10:20:27 -0800,,0,"[0, 1, 0]"
6304,neutral,@jetblue - i look forward to getting this resolved. i will be in touch.,2015-02-19 21:51:14 -0800,,0,"[0, 1, 0]"
6305,negative,@virginamerica your chat support is not working on your site: http://t.co/vhp2gtdwpk,2015-02-23 17:41:58 -0800,"San Francisco, CA",-1,"[1, 0, 0]"
6306,neutral,"@united traveling from fra thru iad to mco tomorrow, concerned abt iad weather. can't change until advisory issued? any advice?",2015-02-20 07:40:45 -0800,"Obersulzbach, Germany",0,"[0, 1, 0]"
6307,negative,@united you have to follow me in order for me to dm...come on now,2015-02-24 06:18:06 -0800,,-1,"[1, 0, 0]"
6308,positive,"@southwestair crew of wn3946 san-sfo was brilliant! rita was hilarious. i know i've been down on you before, but this was a great flight",2015-02-22 19:45:32 -0800,"San Francisco, CA",1,"[0, 0, 1]"
6309,neutral,@southwestair i am but it says yall are sold out. me &amp; my coworkers would need to get out first available,2015-02-17 09:28:19 -0800,"Nashville,TN",0,"[0, 1, 0]"
6310,neutral,@jetblue i can't find a good photo of it... you got one? #goodnight,2015-02-23 18:40:29 -0800,Logan International Airport,0,"[0, 1, 0]"
6311,neutral,@virginamerica adds pillows instead of lie-flat seats in first class arms race http://t.co/rgywjbbhm4,2015-02-20 16:11:47 -0800,Phoenix AZ,0,"[0, 1, 0]"
6312,negative,@united #newarkliberty airport need to indicate different gate#'s for terminals a&amp;c. #flyingainteasy,2015-02-24 10:25:12 -0800,"Washington, DC",-1,"[1, 0, 0]"
6313,negative,@virginamerica @virginatlantic i have just checked in flight to sfo from lax &amp; been told as atlantic flying club gold i get no benefits?!,2015-02-20 11:24:22 -0800,,-1,"[1, 0, 0]"
6314,negative,@united okay thanks if you could please update me. i was told at the airport someone would call me today but they haven't.,2015-02-23 09:39:08 -0800,,-1,"[1, 0, 0]"
6315,neutral,@southwestair i was not the one traveling. i was asking for my sister who was waiting on my nephew in midland...flight eventually landed,2015-02-24 05:00:12 -0800,DFW,0,"[0, 1, 0]"
6316,neutral,@southwestair  when is the next flight with free cocktails ?,2015-02-20 11:52:51 -0800,yuma az,0,"[0, 1, 0]"
6317,positive,@usairways the entire flight crew on flight 738 from bos to phl is doing a wonderful job and making this experience not totally suck. 😊,2015-02-22 18:16:23 -0800,Boston,1,"[0, 0, 1]"
6318,negative,@united refreshes my browser right before checkout.error load message. ticket price increased $358 in a matter of sec. dounotwantmybusiness?,2015-02-20 11:42:56 -0800,,-1,"[1, 0, 0]"
6319,positive,@southwestair love them! always get the best deals!,2015-02-24 11:21:34 -0800,,1,"[0, 0, 1]"
6320,neutral,@jetblue can i change my flight if i already printed my boarding pass?,2015-02-18 03:35:52 -0800,Merrick,0,"[0, 1, 0]"
6321,neutral,@jetblue phew!! did it!! (pant. wheeze) http://t.co/zpz78poeon,2015-02-21 13:06:30 -0800,"40.741909,-73.997189",0,"[0, 1, 0]"
6322,positive,@southwestair thanks for taking care of me today!  michele rocked the customer service! gate 25 hou,2015-02-17 15:49:26 -0800,,1,"[0, 0, 1]"
6323,negative,"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs late flightr i'm still here with a lost bag &amp; no resolution",2015-02-21 17:54:48 -0800,"Columbus,Ohio",-1,"[1, 0, 0]"
6324,neutral,@united flight 280,2015-02-18 17:15:36 -0800,New York City,0,"[0, 1, 0]"
6325,positive,@southwestair thanks. 436. only a minor delay so not a big deal. :)appreciate the concern though. boarding now. you do have amazing service!,2015-02-22 15:21:12 -0800,,1,"[0, 0, 1]"
6326,negative,@united you really do have a culture problem. everyone i tried to work with blamed someone else or told me how they're short staffed,2015-02-21 16:04:29 -0800,Pittsburgh,-1,"[1, 0, 0]"
6327,positive,@southwestair i just wanna say you're incredible for sending people to see their idols. sooooo kind and amazing💖 #destinationdragons,2015-02-21 12:45:45 -0800,Texas,1,"[0, 0, 1]"
6328,neutral,@southwestair what is the best credit card to use/open to get miles with y'all?,2015-02-22 06:46:44 -0800,"Washington, DC",0,"[0, 1, 0]"
6329,neutral,@united pls follow for dm.,2015-02-22 08:41:53 -0800,,0,"[0, 1, 0]"
6330,positive,@united i will thank you!,2015-02-19 13:52:49 -0800,"Tulsa, OK",1,"[0, 0, 1]"
6331,positive,"@united that would help! or how about integrate it into the app so i can just ""activate"" it and surf...",2015-02-23 12:05:58 -0800,Las Vegas,1,"[0, 0, 1]"
6332,neutral,"@united no worries, i think it’s under control. (the emails are keeping me informed)",2015-02-18 16:50:28 -0800,"Bend, OR",0,"[0, 1, 0]"
6333,positive,@southwestair @fortunemagazine love flying southwest! best flight attendants ever!,2015-02-19 07:48:37 -0800,Minnesota,1,"[0, 0, 1]"
6334,neutral,@jetblue's new ceo seeks the right balance to please passengers and wall ... - daily journal http://t.co/w8mtmsp2ry,2015-02-17 08:50:06 -0800,UK,0,"[0, 1, 0]"
6335,neutral,@jetblue's ceo battles to appease passengers and wall street - waterbury republican american http://t.co/fw3cy8hgdj,2015-02-23 13:50:04 -0800,UK,0,"[0, 1, 0]"
6336,neutral,@southwestair hi do you know why wn4287 is already delayed until 9:35pm tonight? thanks !,2015-02-19 07:08:21 -0800,"Buffalo, NY",0,"[0, 1, 0]"
6337,positive,@united flew from sdf to atl to tampa on delta. left early. arrived early. crew helpful. wifi worked!!,2015-02-23 06:23:43 -0800,Louisville,1,"[0, 0, 1]"
6338,negative,"@united been sitting on flight 435 for an hour after landing in newark. first no gate, then no jetway operator. seriously!?",2015-02-21 21:33:21 -0800,"Branford, CT",-1,"[1, 0, 0]"
6339,neutral,@southwestair thank you for the response. how can i got about getting the points onto my rewards account?,2015-02-17 11:36:40 -0800,Michigan,0,"[0, 1, 0]"
6340,positive,"@united no worries about the tweets. we all should do what we can to make sure we, as in your tag line, ""fly the friendly skies.""",2015-02-17 09:13:35 -0800,Bhutan,1,"[0, 0, 1]"
6341,negative,@virginamerica i requested a mileage challenge for status several weeks ago online but haven't heard back. how do i get help with this?,2015-02-19 18:18:54 -0800,,-1,"[1, 0, 0]"
6342,neutral,ha! “@jetblue: our fleet's on fleek. http://t.co/zqutus7epw”,2015-02-23 13:06:03 -0800,Bey-Land. Eagle Nation.,0,"[0, 1, 0]"
6343,positive,@jetblue still love you guys. but get me to vegas already! ☀️🌴✈️🍸🎲,2015-02-17 15:34:01 -0800,"Miami, FL ",1,"[0, 0, 1]"
6344,neutral,"@jetblue flying w/ infant for the 1st time, can i bring a canister of powder formula for a carry on and/or use my plastic formula divider?",2015-02-24 10:23:22 -0800,"ÜT: 40.907502,-73.85468",0,"[0, 1, 0]"
6345,neutral,@jetblue     is it only $50 for my 2nd bag?  1st bag too full..,2015-02-17 14:46:50 -0800,plymouth ,0,"[0, 1, 0]"
6346,neutral,“@jetblue: our fleet's on fleek. http://t.co/pr3oebc2n2” lol wut?,2015-02-23 12:45:07 -0800,CA/NJ,0,"[0, 1, 0]"
6347,positive,@united nawww. united is my fave airline.,2015-02-19 21:30:52 -0800,Arlington Virginia,1,"[0, 0, 1]"
6348,negative,@united outsourcing ticket and gate agents at mia. ill advised. you did it in roc and service went downhill. keep employees and fliers first,2015-02-21 08:17:08 -0800,Rochester NY,-1,"[1, 0, 0]"
6349,positive,@united i should be fine. they automatically changed my connecting flight for me so i wouldn't miss it. a+ work.,2015-02-22 13:59:28 -0800,Earth,1,"[0, 0, 1]"
6350,positive,@jetblue to offer service from daytona beach to new york - albany business review http://t.co/duhbj41jhx,2015-02-17 08:36:06 -0800,USA,1,"[0, 0, 1]"
6351,positive,very quick! ty. @united: @auciello i am sorry to hear this. can you please follow and dm me the details of what transpired? ^jh,2015-02-22 06:40:38 -0800,South Seaside Park/Puerto Rico,1,"[0, 0, 1]"
6352,neutral,"@united no, i have a pricey chase mileage plus cc.",2015-02-19 10:04:36 -0800,,0,"[0, 1, 0]"
6353,negative,@united yeah sorry but there's always a problem with united. and you have an international reputation for having problems.,2015-02-24 06:33:35 -0800,. ,-1,"[1, 0, 0]"
6354,negative,@united on top of that i paid for 1st class and my wife got stuck in coach.,2015-02-22 22:11:31 -0800,,-1,"[1, 0, 0]"
6355,neutral,"@jetblue awww man...but i need to buy this ticket today and be home the 1st of march

where do i go for this...or can you assist me ?",2015-02-23 11:18:50 -0800,,0,"[0, 1, 0]"
6356,neutral,"@united @hiltonworldwide @caravannyc @maysvillenyc 
let's go! join me on my first trip back to nyc…as a tourist: 
http://t.co/egaejtrglb",2015-02-19 18:52:21 -0800,LA / NYC,0,"[0, 1, 0]"
6357,positive,"@jetblue flight from jfk-sfo was pure awesomeness. mint class and tim our attendant was the best! other airlines, take notes!",2015-02-23 00:25:40 -0800,California,1,"[0, 0, 1]"
6358,negative,@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr,2015-02-21 21:30:32 -0800,USA,-1,"[1, 0, 0]"
6359,neutral,@southwestair hey southwest! help me find a flight from nashville - washington dc or raleigh for under $150 on march 15 please!,2015-02-24 08:02:52 -0800,,0,"[0, 1, 0]"
6360,neutral,alright... someone has to stop this! rt @jetblue: our fleet's on fleek. http://t.co/lchvjolidg,2015-02-23 15:51:13 -0800,サマセット、ニュージャージー州,0,"[0, 1, 0]"
6361,neutral,@southwestair where is mines?,2015-02-22 17:16:52 -0800,USA ,0,"[0, 1, 0]"
6362,positive,@united you're good. thank you!,2015-02-21 09:00:25 -0800,"Enfield, CT",1,"[0, 0, 1]"
6363,negative,"@united also, your phone customer service is almost useless. http://t.co/mb3bjwgoap",2015-02-22 05:12:50 -0800,PDX,-1,"[1, 0, 0]"
6364,positive,@americanair - keeping aa up in the air! my crew chief cousin alex espinosa in dfw! http://t.co/0hxlnvzknp,2015-02-24 10:01:50 -0800,Great State of Texas,1,"[0, 0, 1]"
6365,negative,"@united i've sent the message, let me know if you got it. i'm not very twitter-literate. also, is he really going to be stuck for 18hrs?",2015-02-24 05:42:16 -0800,,-1,"[1, 0, 0]"
6366,neutral,@southwestair we checked in right at 24hr mark. boarding c group with kids ages 6&amp;8 dnt want to be split. what sld we do?,2015-02-23 08:31:27 -0800,,0,"[0, 1, 0]"
6367,neutral,@southwestair how do i retroactively add previous flights/miles/points to current rapid rewards balance?,2015-02-21 17:52:32 -0800,"Austin, TX",0,"[0, 1, 0]"
6368,positive,@southwestair i got it added thank you! :),2015-02-17 16:38:55 -0800,"SMALL TOWN, USA",1,"[0, 0, 1]"
6369,neutral,@southwestair at troubadour with @imaginedragons .#destinationdragons http://t.co/rklqxxawhc,2015-02-20 22:13:19 -0800,"Rhode Island ,Mass,CT",0,"[0, 1, 0]"
6370,positive,@southwestair a nice trip back home after a looong vaca 😊🌴 http://t.co/9trvfncedl,2015-02-19 18:00:47 -0800,~~ Rhode Island ~~,1,"[0, 0, 1]"
6371,negative,"@united done. want me to send a screen shot of the second call, which is now at over 45 minutes?",2015-02-23 11:08:31 -0800,San Francisco CA,-1,"[1, 0, 0]"
6372,neutral,@southwestair is it possible to add companion to only the 2nd leg of a trip?,2015-02-23 13:23:06 -0800,Chicago,0,"[0, 1, 0]"
6373,neutral,@southwestair thank you!,2015-02-24 07:55:01 -0800,,0,"[0, 1, 0]"
6374,positive,"@usairways @americanair major issues getting out of boston, but your crew has been exceptional. let's see how things roll out in philly.",2015-02-22 18:07:45 -0800,USA,1,"[0, 0, 1]"
6375,positive,"@southwestair thanks, you guys are the best",2015-02-23 12:04:29 -0800,New England ,1,"[0, 0, 1]"
6376,negative,@united brothers luggage was lost on copa airlines flight 635. he's competing sunday for the 2015 panamerican cross country cup. please help,2015-02-20 22:01:47 -0800,"Kearney, Nebraska",-1,"[1, 0, 0]"
6377,positive,"@united thank you but the person in houston could only get me a flight routing through newark, nj and i'm going to sfo",2015-02-22 04:45:15 -0800,,1,"[0, 0, 1]"
6378,negative,"@united we are on two more flights today, let's hope the kit does not get the same treatment!! http://t.co/pd3nbaakxh",2015-02-20 08:51:45 -0800,Tetbury,-1,"[1, 0, 0]"
6379,negative,.@united let us know when you find everyone's luggage. thanks. #unitedairlines,2015-02-21 17:08:49 -0800,"Montreal, Quebec CA",-1,"[1, 0, 0]"
6380,neutral,@jetblue hi! does my upcoming flight 2168 from west palm to hpn have fly-fi?,2015-02-17 15:23:05 -0800,"New York, NY",0,"[0, 1, 0]"
6381,positive,@virginamerica really wish you'd fly out of #fargo @fargoairport those fares are amazings,2015-02-17 10:33:38 -0800,"Fargo, ND ( & Tucson, AZ)",1,"[0, 0, 1]"
6382,neutral,@jetblue hawaii what deals u have for me,2015-02-20 14:58:40 -0800,South jamaica.. Queens,0,"[0, 1, 0]"
6383,neutral,peak #caucasity rt @jetblue our fleet's on fleek. http://t.co/csnrpvy9b9,2015-02-23 11:52:04 -0800,"Queens, New York",0,"[0, 1, 0]"
6384,positive,@united so is that two seats avail so far for us.,2015-02-21 19:20:02 -0800,,1,"[0, 0, 1]"
6385,negative,@united #worst2unitedflightsever ua 236 las to iad 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,2015-02-24 08:04:41 -0800,,-1,"[1, 0, 0]"
6386,negative,"@united i am a loyal premier platinum member, but the lack of communication was really bad. also, i don’t see that it has taken off yet",2015-02-22 22:27:35 -0800,"Bay Area, CA",-1,"[1, 0, 0]"
6387,negative,@united @staralliance now do the right thing and reinstate the tickets you voided #unitedfail,2015-02-18 18:16:53 -0800,"Semiahmoo, WA Soonerland",-1,"[1, 0, 0]"
6388,negative,@united or how about next time my bag is underweight you guys credit me $200. or how about i take my business to an airline that cares.,2015-02-20 18:50:12 -0800,Silver Spring,-1,"[1, 0, 0]"
6389,negative,"@united bull crap.  i spent $600 on a recent trip.  that's not small change. i got 10,000 aa miles.  would have only been 6600 ua",2015-02-22 20:29:07 -0800,,-1,"[1, 0, 0]"
6390,negative,@united  #unitedairlines  how long will1531 be delayed.,2015-02-23 08:45:21 -0800,Colorado,-1,"[1, 0, 0]"
6391,neutral,@jetblue the man with the smell left nd now there's this stupid girl asking me questions. can yall help.,2015-02-22 15:08:36 -0800,massachusetts yall~~~~~~~簡単に行く,0,"[0, 1, 0]"
6392,neutral,@united i believe you have to follow me in order for me send you a dm,2015-02-17 14:04:22 -0800,Southern New Jersey,0,"[0, 1, 0]"
6393,positive,"@united wasn't frustrating! well, not in any way relate flightd to y'all, anyway. impressed that i made it.",2015-02-21 08:55:55 -0800,"Washington, D.C.",1,"[0, 0, 1]"
6394,negative,@virginamerica too bad you say it takes 10 to 14 days via your confirmation email. when i inquired after 3 weeks you claim 6 to 8 weeks!,2015-02-21 18:29:35 -0800,Northern Virginia,-1,"[1, 0, 0]"
6395,negative,@virginamerica already checked in so the page expired :x,2015-02-20 16:23:44 -0800,San Francisco,-1,"[1, 0, 0]"
6396,negative,@united i am now following you and see that i am not the only one experiencing and noticing a substantial downgrade in service post merger,2015-02-19 16:43:37 -0800,,-1,"[1, 0, 0]"
6397,negative,@united flt 3444 delayed because of maintenance - that's fixed but can't board because flight crew didn't stay in boarding area #fail,2015-02-20 08:42:01 -0800,,-1,"[1, 0, 0]"
6398,negative,@united am i illiterate or is there a magic code to make your customer service site work? http://t.co/t4gcks2bh5,2015-02-19 16:53:59 -0800,"Jacksonville Beach, FL",-1,"[1, 0, 0]"
